,Suburb,Address,Type,Method,SellerG,CouncilArea,Regionname,Rooms,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,main_lat,main_lon,Propertycount,Sold_Month,Sold_Year,station,metro_lat,metro_lon,Distance_to_Station
1649,Coburg,8 Watchtower Rd,h,PI,Walshe,Darebin City Council,Northern Metropolitan,3,675000.0,7.8,3058.0,3.0,1.0,2.0,142.0,-37.7382,144.973,11204.0,2.0,2016.0,Coburg,-37.742411000000004,144.963347,0.9694
1650,Coburg,12 Hardwick St,h,S,Jellis,Darebin City Council,Northern Metropolitan,3,1010000.0,7.8,3058.0,3.0,2.0,1.0,278.0,-37.7494,144.9686,11204.0,3.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.8089
1651,Coburg,3 Mavis St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1202000.0,7.8,3058.0,3.0,2.0,2.0,423.0,-37.7493,144.9559,11204.0,3.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.7667
1652,Coburg,243 Moreland Rd,h,S,Ray,Darebin City Council,Northern Metropolitan,3,1370000.0,7.8,3058.0,3.0,1.0,1.0,233.0,-37.7549,144.9611,11204.0,3.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.0904
1653,Coburg,45 Portland St,h,VB,Jellis,Darebin City Council,Northern Metropolitan,3,1000000.0,7.8,3058.0,3.0,2.0,3.0,370.0,-37.744,144.9501,11204.0,3.0,2017.0,Coburg,-37.742411000000004,144.963347,1.1781
1654,Coburg,6 Stawell St,h,S,Brad,Darebin City Council,Northern Metropolitan,3,935500.0,7.8,3058.0,3.0,1.0,2.0,386.0,-37.7364,144.96,11204.0,3.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.4066
1655,Coburg,35 The Grove,u,PI,Peter,Darebin City Council,Northern Metropolitan,8,2250000.0,7.8,3058.0,4.0,2.0,4.0,983.0,-37.7517,144.9699,11204.0,3.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.7664
1656,Coburg,171 Moreland Rd,h,PI,Jellis,Darebin City Council,Northern Metropolitan,4,145000.0,7.8,3058.0,3.0,1.0,1.0,536.0,-37.7555,144.9658,11204.0,6.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.3705
1657,Coburg,191 Ohea St,h,S,LITTLE,Darebin City Council,Northern Metropolitan,4,905000.0,7.8,3058.0,3.0,2.0,1.0,439.0,-37.7363,144.9507,11204.0,6.0,2016.0,Batman,-37.73345899999998,144.96274700000004,1.1055
1658,Coburg,33 Wellington St,h,S,Peter,Darebin City Council,Northern Metropolitan,3,860000.0,7.8,3058.0,3.0,1.0,1.0,283.0,-37.7416,144.9582,11204.0,6.0,2016.0,Coburg,-37.742411000000004,144.963347,0.4615
1659,Coburg,16 Linda St,h,S,Jellis,Darebin City Council,Northern Metropolitan,2,953000.0,7.8,3058.0,2.0,1.0,1.0,170.0,-37.7508,144.9608,11204.0,8.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.4045
1660,Coburg,6 Shackell St,h,SP,Nelson,Darebin City Council,Northern Metropolitan,2,735000.0,7.8,3058.0,2.0,1.0,1.0,280.0,-37.7429,144.952,11204.0,8.0,2016.0,Coburg,-37.742411000000004,144.963347,0.9992
1661,Coburg,56 Rose St,h,VB,Nelson,Darebin City Council,Northern Metropolitan,3,1100000.0,7.8,3058.0,3.0,1.0,1.0,576.0,-37.7432,144.9474,11204.0,5.0,2016.0,Coburg,-37.742411000000004,144.963347,1.4049
1662,Coburg,27 Higinbotham St,h,S,Brad,Darebin City Council,Northern Metropolitan,3,947000.0,7.8,3058.0,3.0,1.0,1.0,372.0,-37.735,144.9581,11204.0,11.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.4431
1663,Coburg,2/58 Moore St,t,S,Nelson,Darebin City Council,Northern Metropolitan,3,865000.0,7.8,3058.0,3.0,2.0,2.0,263.0,-37.7546,144.9713,11204.0,11.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8315
1664,Coburg,3/58 Moore St,t,VB,Nelson,Darebin City Council,Northern Metropolitan,3,740000.0,7.8,3058.0,3.0,2.0,1.0,255.0,-37.7546,144.9713,11204.0,10.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8315
1665,Coburg,105 Moreland Rd,h,S,Nicholson,Darebin City Council,Northern Metropolitan,3,812000.0,7.8,3058.0,3.0,1.0,1.0,370.0,-37.7561,144.9718,11204.0,10.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8965
1666,Coburg,107 Moreland Rd,h,S,Nicholson,Darebin City Council,Northern Metropolitan,3,766000.0,7.8,3058.0,3.0,1.0,0.0,378.0,-37.7561,144.9716,11204.0,10.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8793
1667,Coburg,109 Moreland Rd,h,S,Nicholson,Darebin City Council,Northern Metropolitan,3,825000.0,7.8,3058.0,2.0,1.0,1.0,374.0,-37.7561,144.9715,11204.0,10.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8708
1668,Coburg,2 Quarry Cct,h,S,Nelson,Darebin City Council,Northern Metropolitan,4,1131000.0,7.8,3058.0,4.0,2.0,2.0,494.0,-37.7359,144.9711,11204.0,10.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.7831
1669,Coburg,114 Reynard St,h,SP,Nelson,Darebin City Council,Northern Metropolitan,3,1064000.0,7.8,3058.0,3.0,2.0,1.0,417.0,-37.7478,144.9583,11204.0,10.0,2016.0,Coburg,-37.742411000000004,144.963347,0.7457
1670,Coburg,3/262 Reynard St,t,PI,Ray,Darebin City Council,Northern Metropolitan,2,610000.0,7.8,3058.0,2.0,2.0,1.0,114.0,-37.7466,144.9482,11204.0,10.0,2016.0,Coburg,-37.742411000000004,144.963347,1.4109
1671,Coburg,60 Glengyle St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1210000.0,7.8,3058.0,3.0,1.0,1.0,379.0,-37.7544,144.9764,11204.0,9.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.2794
1672,Coburg,4/44 Victoria St,u,SP,Peter,Darebin City Council,Northern Metropolitan,2,653000.0,7.8,3058.0,2.0,1.0,1.0,129.0,-37.7422,144.9606,11204.0,9.0,2016.0,Coburg,-37.742411000000004,144.963347,0.2427
1673,Coburg,2/118 Bruce St,t,S,Nelson,Darebin City Council,Northern Metropolitan,3,640000.0,7.8,3058.0,3.0,1.0,2.0,119.0,-37.7403,144.9491,11204.0,12.0,2016.0,Coburg,-37.742411000000004,144.963347,1.2746
1674,Coburg,31 Elizabeth St,h,S,Peter,Darebin City Council,Northern Metropolitan,2,820000.0,7.8,3058.0,2.0,1.0,1.0,597.0,-37.7402,144.9807,11204.0,12.0,2016.0,Coburg,-37.742411000000004,144.963347,1.5455
1675,Coburg,7 Gladstone St,h,S,Jellis,Darebin City Council,Northern Metropolitan,4,1250000.0,7.8,3058.0,4.0,1.0,2.0,613.0,-37.7433,144.9762,11204.0,12.0,2016.0,Coburg,-37.742411000000004,144.963347,1.1345
1676,Coburg,21 Governors Rd,h,S,Nelson,Darebin City Council,Northern Metropolitan,5,1335000.0,7.8,3058.0,5.0,3.0,2.0,390.0,-37.7376,144.9726,11204.0,12.0,2016.0,Coburg,-37.742411000000004,144.963347,0.9738
1677,Coburg,56 The Grove,h,VB,hockingstuart,Darebin City Council,Northern Metropolitan,6,1900000.0,7.8,3058.0,6.0,2.0,2.0,1060.0,-37.7523,144.9725,11204.0,12.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.9636
1678,Coburg,5 Donne St,h,S,ASL,Darebin City Council,Northern Metropolitan,3,1090000.0,7.8,3058.0,3.0,1.0,1.0,464.0,-37.753,144.9485,11204.0,11.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.183
1679,Coburg,41 Service St,h,SP,Re,Darebin City Council,Northern Metropolitan,3,1130000.0,7.8,3058.0,3.0,1.0,2.0,735.0,-37.7379,144.9623,11204.0,11.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.4954
1680,Coburg,1 Sutherland St,h,S,Nelson,Darebin City Council,Northern Metropolitan,4,1145000.0,7.8,3058.0,4.0,2.0,2.0,480.0,-37.7402,144.9607,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,0.3386
1681,Coburg,38 Budds St,t,SP,Nelson,Darebin City Council,Northern Metropolitan,2,657000.0,7.8,3058.0,2.0,1.0,2.0,138.0,-37.7427,144.9711,11204.0,8.0,2016.0,Coburg,-37.742411000000004,144.963347,0.6825
1682,Coburg,1e The Avenue,h,S,Woodards,Darebin City Council,Northern Metropolitan,3,763000.0,7.8,3058.0,3.0,2.0,1.0,107.0,-37.7517,144.963,11204.0,5.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.3107
1683,Coburg,53 Hawthorn St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,903000.0,7.8,3058.0,2.0,1.0,1.0,253.0,-37.7484,144.9521,11204.0,10.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.0822
1684,Coburg,4 Miller St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1000000.0,7.8,3058.0,3.0,1.0,1.0,431.0,-37.75,144.9695,11204.0,10.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8281
1685,Coburg,13 Shaftsbury St,h,SP,Nelson,Darebin City Council,Northern Metropolitan,4,1742000.0,7.8,3058.0,3.0,2.0,4.0,482.0,-37.7529,144.9534,11204.0,10.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.7598
1686,Coburg,12 Gordon St,h,S,Brad,Darebin City Council,Northern Metropolitan,4,865000.0,7.8,3058.0,4.0,1.0,1.0,452.0,-37.7525,144.948,11204.0,4.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.2346
1687,Coburg,23 Berry St,h,S,Peter,Darebin City Council,Northern Metropolitan,3,1278000.0,7.8,3058.0,3.0,2.0,3.0,405.0,-37.7464,144.959,11204.0,7.0,2016.0,Coburg,-37.742411000000004,144.963347,0.5855
1688,Coburg,45 Kerferd St,h,SP,Peter,Darebin City Council,Northern Metropolitan,4,1000000.0,7.8,3058.0,4.0,2.0,1.0,381.0,-37.7337,144.9548,11204.0,9.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.6994
1689,Coburg,3 Phillips St,h,S,Considine,Darebin City Council,Northern Metropolitan,3,1030000.0,7.8,3058.0,3.0,1.0,1.0,404.0,-37.7504,144.9537,11204.0,9.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8398
1690,Coburg,19 Audley St,h,S,Ray,Darebin City Council,Northern Metropolitan,4,1136000.0,7.8,3058.0,4.0,3.0,1.0,420.0,-37.7501,144.962,11204.0,3.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.4719
1691,Coburg,13 Carron St,t,S,Ray,Darebin City Council,Northern Metropolitan,2,635000.0,7.8,3058.0,2.0,1.0,1.0,97.0,-37.7516,144.9623,11204.0,3.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.3075
1692,Coburg,196 Ohea St,h,S,Brad,Darebin City Council,Northern Metropolitan,3,1061000.0,7.8,3058.0,3.0,1.0,1.0,527.0,-37.7359,144.9502,11204.0,3.0,2017.0,Batman,-37.73345899999998,144.96274700000004,1.1363
1693,Coburg,9 Vincent St,h,S,Nelson,Darebin City Council,Northern Metropolitan,4,1155000.0,7.8,3058.0,4.0,1.0,2.0,370.0,-37.7431,144.956,11204.0,3.0,2017.0,Coburg,-37.742411000000004,144.963347,0.6505
1694,Coburg,6 Farm Rd,h,PI,RT,Darebin City Council,Northern Metropolitan,4,650000.0,7.8,3058.0,3.0,2.0,2.0,312.0,-37.7362,144.9714,11204.0,6.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.8197
1695,Coburg,89 Gordon St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1286000.0,7.8,3058.0,3.0,2.0,2.0,435.0,-37.7477,144.9483,11204.0,6.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.4015
1696,Coburg,31 Hardwick St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,885000.0,7.8,3058.0,3.0,1.0,2.0,255.0,-37.7493,144.9701,11204.0,6.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.9169
1697,Coburg,13 Hudson St,h,PI,Jellis,Darebin City Council,Northern Metropolitan,4,1160000.0,7.8,3058.0,4.0,2.0,5.0,371.0,-37.7436,144.962,11204.0,6.0,2016.0,Coburg,-37.742411000000004,144.963347,0.1775
1698,Coburg,203 Munro St,h,S,RE,Darebin City Council,Northern Metropolitan,4,1400000.0,7.8,3058.0,4.0,1.0,1.0,856.0,-37.7432,144.9481,11204.0,6.0,2016.0,Coburg,-37.742411000000004,144.963347,1.3435
1699,Coburg,8 Gilbert St,h,S,Jellis,Darebin City Council,Northern Metropolitan,3,1260000.0,7.8,3058.0,3.0,2.0,0.0,407.0,-37.7471,144.9579,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,0.708
1700,Coburg,1/33 Sheffield St,h,SP,Jellis,Darebin City Council,Northern Metropolitan,2,920000.0,7.8,3058.0,2.0,1.0,0.0,157.0,-37.7464,144.9676,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,0.5802
1701,Coburg,52 Stawell St,h,S,Re,Darebin City Council,Northern Metropolitan,3,841000.0,7.8,3058.0,3.0,1.0,3.0,385.0,-37.734,144.9603,11204.0,11.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.2234
1702,Coburg,59 Moore St,h,S,Brad,Darebin City Council,Northern Metropolitan,2,1130000.0,7.8,3058.0,2.0,1.0,2.0,520.0,-37.7543,144.9717,11204.0,8.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.8662
1703,Coburg,5/39 Service St,t,S,Nelson,Darebin City Council,Northern Metropolitan,2,598000.0,7.8,3058.0,2.0,1.0,1.0,108.0,-37.7379,144.9617,11204.0,8.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.5023
1704,Coburg,2 Walsh St,h,S,Raine,Darebin City Council,Northern Metropolitan,3,1120000.0,7.8,3058.0,3.0,2.0,1.0,293.0,-37.7481,144.9663,11204.0,8.0,2016.0,Coburg,-37.742411000000004,144.963347,0.6838
1705,Coburg,24 Webb St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,870000.0,7.8,3058.0,3.0,1.0,1.0,371.0,-37.735,144.9558,11204.0,8.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.6345
1706,Coburg,27 Bruce St,h,PI,Raine,Darebin City Council,Northern Metropolitan,3,680000.0,7.8,3058.0,2.0,1.0,2.0,462.0,-37.7448,144.9478,11204.0,4.0,2016.0,Coburg,-37.742411000000004,144.963347,1.3926
1707,Coburg,185 Moreland Rd,h,S,Raine,Darebin City Council,Northern Metropolitan,1,482500.0,7.8,3058.0,1.0,1.0,1.0,108.0,-37.7554,144.9648,11204.0,4.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.2849
1708,Coburg,155 Nicholson St,h,S,Ray,Darebin City Council,Northern Metropolitan,3,825000.0,7.8,3058.0,3.0,1.0,2.0,577.0,-37.7459,144.9773,11204.0,4.0,2016.0,Coburg,-37.742411000000004,144.963347,1.2867
1709,Coburg,11 Station St,h,S,Brad,Darebin City Council,Northern Metropolitan,3,725000.0,7.8,3058.0,3.0,1.0,0.0,238.0,-37.7539,144.9612,11204.0,4.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.0752
1710,Coburg,144 The Avenue,h,VB,Nelson,Darebin City Council,Northern Metropolitan,4,1250000.0,7.8,3058.0,4.0,3.0,1.0,515.0,-37.7537,144.9766,11204.0,4.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.2989
1711,Coburg,2 Franklin St,h,S,Jellis,Darebin City Council,Northern Metropolitan,2,1008000.0,7.8,3058.0,2.0,1.0,3.0,457.0,-37.7505,144.9725,11204.0,9.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.0293
1712,Coburg,3/20 Loch St,t,S,Ray,Darebin City Council,Northern Metropolitan,2,599000.0,7.8,3058.0,2.0,2.0,1.0,76.0,-37.7474,144.9621,11204.0,9.0,2016.0,Coburg,-37.742411000000004,144.963347,0.5655
1713,Coburg,50a Rennie St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,860000.0,7.8,3058.0,2.0,1.0,1.0,483.0,-37.7509,144.9696,11204.0,9.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.7817
1714,Coburg,1 Shaftsbury St,h,SP,Grantham,Darebin City Council,Northern Metropolitan,4,990000.0,7.8,3058.0,4.0,1.0,1.0,488.0,-37.7537,144.9532,11204.0,9.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.7636
1715,Coburg,211 Bell St,h,S,Brad,Darebin City Council,Northern Metropolitan,2,635000.0,7.8,3058.0,2.0,2.0,3.0,339.0,-37.7404,144.9559,11204.0,2.0,2017.0,Coburg,-37.742411000000004,144.963347,0.6919
1716,Coburg,15 Hardwick St,h,PI,Raine,Darebin City Council,Northern Metropolitan,5,1020000.0,7.8,3058.0,5.0,2.0,4.0,381.0,-37.7492,144.969,11204.0,2.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.8499
1717,Coburg,6 Hardwick St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,967000.0,7.8,3058.0,3.0,1.0,1.0,169.0,-37.7494,144.9681,11204.0,2.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.7772
1718,Coburg,32A Kelson St,h,VB,Jellis,Darebin City Council,Northern Metropolitan,3,1025000.0,7.8,3058.0,3.0,1.0,3.0,336.0,-37.7408,144.9558,11204.0,2.0,2017.0,Coburg,-37.742411000000004,144.963347,0.6874
1719,Coburg,37 Kelson St,h,SP,Brad,Darebin City Council,Northern Metropolitan,3,700000.0,7.8,3058.0,3.0,1.0,1.0,138.0,-37.7406,144.9555,11204.0,2.0,2017.0,Coburg,-37.742411000000004,144.963347,0.7188
1720,Coburg,48 Murray St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1130000.0,7.8,3058.0,3.0,1.0,3.0,206.0,-37.7382,144.9563,11204.0,2.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.7742
1721,Coburg,25a Ohea St,h,SA,Peter,Darebin City Council,Northern Metropolitan,3,835000.0,7.8,3058.0,3.0,1.0,2.0,385.0,-37.7376,144.9638,11204.0,2.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.4697
1722,Coburg,212 Reynard St,h,S,Hodges,Darebin City Council,Northern Metropolitan,4,1075000.0,7.8,3058.0,4.0,1.0,4.0,531.0,-37.7473,144.9528,11204.0,2.0,2017.0,Coburg,-37.742411000000004,144.963347,1.075
1723,Coburg,96 Reynard St,h,S,Brad,Darebin City Council,Northern Metropolitan,3,845000.0,7.8,3058.0,3.0,1.0,1.0,221.0,-37.748,144.9603,11204.0,2.0,2017.0,Coburg,-37.742411000000004,144.963347,0.6768
1724,Coburg,2/618 Sydney Rd,t,S,Brad,Darebin City Council,Northern Metropolitan,3,600000.0,7.8,3058.0,3.0,1.0,1.0,102.0,-37.736,144.9665,11204.0,2.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.4345
1725,Coburg,185 The Avenue,h,S,Jellis,Darebin City Council,Northern Metropolitan,4,1461000.0,7.8,3058.0,4.0,2.0,2.0,571.0,-37.7535,144.9779,11204.0,2.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,1.4143
1726,Coburg,124 Ohea St,h,PI,Raine,Darebin City Council,Northern Metropolitan,3,770000.0,7.8,3058.0,4.0,1.0,2.0,408.0,-37.7366,144.9564,11204.0,6.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.6584
1727,Coburg,5/228 Reynard St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,472000.0,7.8,3058.0,2.0,1.0,1.0,500.0,-37.747,144.9515,11204.0,6.0,2016.0,Coburg,-37.742411000000004,144.963347,1.1599
1728,Coburg,9 Sargood St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,642000.0,7.8,3058.0,2.0,1.0,0.0,167.0,-37.7477,144.9647,11204.0,6.0,2016.0,Coburg,-37.742411000000004,144.963347,0.6
1729,Coburg,3/117 Gordon St,t,S,Nelson,Darebin City Council,Northern Metropolitan,3,687000.0,7.8,3058.0,3.0,1.0,1.0,116.0,-37.7454,144.9487,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,1.3301
1730,Coburg,100 Reynard St,h,PI,Re,Darebin City Council,Northern Metropolitan,4,975000.0,7.8,3058.0,4.0,2.0,2.0,307.0,-37.748,144.9602,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,0.6803
1731,Coburg,28 Rodda St,h,S,Jellis,Darebin City Council,Northern Metropolitan,3,985000.0,7.8,3058.0,3.0,1.0,1.0,309.0,-37.7434,144.9697,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,0.5693
1732,Coburg,38 Soudan St,h,S,hockingstuart,Darebin City Council,Northern Metropolitan,3,835000.0,7.8,3058.0,3.0,1.0,1.0,459.0,-37.7388,144.9529,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,1.0025
1733,Coburg,11 Vincent St,h,SP,Nelson,Darebin City Council,Northern Metropolitan,3,951000.0,7.8,3058.0,3.0,2.0,0.0,342.0,-37.743,144.956,11204.0,11.0,2016.0,Coburg,-37.742411000000004,144.963347,0.6493
1734,Coburg,9 Beckley St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1370000.0,7.8,3058.0,3.0,1.0,1.0,563.0,-37.7493,144.978,11204.0,5.0,2016.0,Coburg,-37.742411000000004,144.963347,1.4989
1735,Coburg,265 Bell St,h,VB,Nelson,Darebin City Council,Northern Metropolitan,2,700000.0,7.8,3058.0,2.0,1.0,2.0,381.0,-37.74,144.9516,11204.0,5.0,2016.0,Coburg,-37.742411000000004,144.963347,1.0672
1736,Coburg,2/44 Berry St,t,S,Nelson,Darebin City Council,Northern Metropolitan,3,810000.0,7.8,3058.0,3.0,2.0,1.0,213.0,-37.7461,144.9584,11204.0,5.0,2016.0,Coburg,-37.742411000000004,144.963347,0.5979
1737,Coburg,13 Kaye Ct,h,S,Jellis,Darebin City Council,Northern Metropolitan,4,838000.0,7.8,3058.0,4.0,1.0,1.0,576.0,-37.7369,144.9637,11204.0,5.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.3917
1738,Coburg,2 McPherson St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,810000.0,7.8,3058.0,2.0,1.0,1.0,370.0,-37.7489,144.9598,11204.0,5.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.6313
1739,Coburg,5 Saunders St,h,PI,Nelson,Darebin City Council,Northern Metropolitan,4,1150000.0,7.8,3058.0,4.0,1.0,2.0,633.0,-37.7531,144.9504,11204.0,5.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.0159
1740,Coburg,6 Younger St,h,SP,Brad,Darebin City Council,Northern Metropolitan,4,931000.0,7.8,3058.0,3.0,1.0,1.0,412.0,-37.7432,144.9768,11204.0,5.0,2016.0,Coburg,-37.742411000000004,144.963347,1.1862
1741,Coburg,35 Campbell St,h,S,Jellis,Darebin City Council,Northern Metropolitan,4,1331000.0,7.8,3058.0,3.0,2.0,2.0,394.0,-37.7534,144.9679,11204.0,8.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.5423
1742,Coburg,40 Elizabeth St,h,SP,Brad,Darebin City Council,Northern Metropolitan,1,1007000.0,7.8,3058.0,1.0,2.0,0.0,807.0,-37.7373,144.9825,11204.0,8.0,2016.0,Preston,-37.73873599999996,145.00051600000006,1.5923
1743,Coburg,29 Hardwick St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,981000.0,7.8,3058.0,2.0,1.0,1.0,263.0,-37.7493,144.97,11204.0,8.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,0.9099
1744,Coburg,1/38 Victoria St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,500000.0,7.8,3058.0,2.0,1.0,1.0,113.0,-37.7424,144.961,11204.0,8.0,2016.0,Coburg,-37.742411000000004,144.963347,0.2064
1745,Coburg,12 Geake St,h,PI,Ray,Darebin City Council,Northern Metropolitan,3,830000.0,7.8,3058.0,3.0,2.0,0.0,559.0,-37.7384,144.9617,11204.0,7.0,2016.0,Coburg,-37.742411000000004,144.963347,0.4689
1746,Coburg,136 Gordon St,h,S,hockingstuart,Darebin City Council,Northern Metropolitan,3,1194500.0,7.8,3058.0,2.0,1.0,2.0,537.0,-37.7443,144.9494,11204.0,7.0,2016.0,Coburg,-37.742411000000004,144.963347,1.2442
1747,Coburg,133 Rennie St,h,SP,Jellis,Darebin City Council,Northern Metropolitan,2,645000.0,7.8,3058.0,2.0,1.0,1.0,702.0,-37.7517,144.9795,11204.0,7.0,2016.0,Moreland,-37.75434199999995,144.96184800000003,1.5795
1748,Coburg North,38B Livingstone St,h,S,Nelson,Darebin City Council,Northern Metropolitan,4,895000.0,9.2,3058.0,4.0,2.0,2.0,661.0,-37.7246,144.9828,3445.0,12.0,2016.0,Regent,-37.728602999999964,145.00273200000004,1.8086
1749,Coburg North,15 Ronald St,h,SP,hockingstuart,Darebin City Council,Northern Metropolitan,3,655000.0,9.2,3058.0,3.0,1.0,0.0,404.0,-37.7305,144.9803,3445.0,12.0,2016.0,Batman,-37.73345899999998,144.96274700000004,1.5783
1750,Coburg North,3/1 Headley St,t,S,McGrath,Darebin City Council,Northern Metropolitan,3,631000.0,9.2,3058.0,3.0,1.0,1.0,178.0,-37.7297,144.9645,3445.0,3.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.4455
1751,Coburg North,5/1 Headley St,t,S,McGrath,Darebin City Council,Northern Metropolitan,2,600000.0,9.2,3058.0,2.0,1.0,1.0,145.0,-37.7295,144.9641,3445.0,3.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.456
1752,Coburg North,24 Newlands Rd,h,SP,Brad,Darebin City Council,Northern Metropolitan,4,820000.0,9.2,3058.0,4.0,1.0,3.0,498.0,-37.7329,144.9721,3445.0,3.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.8249
1753,Coburg North,4 Pixel Cct,h,SP,hockingstuart,Darebin City Council,Northern Metropolitan,3,715000.0,9.2,3058.0,3.0,2.0,2.0,173.0,-37.7308,144.9832,3445.0,3.0,2017.0,Regent,-37.728602999999964,145.00273200000004,1.735
1754,Coburg North,53 Ronald St,h,SP,Barry,Darebin City Council,Northern Metropolitan,3,735000.0,9.2,3058.0,3.0,1.0,1.0,427.0,-37.7303,144.9773,3445.0,3.0,2017.0,Batman,-37.73345899999998,144.96274700000004,1.3272
1755,Coburg North,27 McMahons Rd,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,864000.0,9.2,3058.0,3.0,1.0,2.0,565.0,-37.7283,144.969,3445.0,6.0,2016.0,Batman,-37.73345899999998,144.96274700000004,0.7947
1756,Coburg North,7 Manly Ct,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,700000.0,9.2,3058.0,3.0,1.0,2.0,626.0,-37.7201,144.9696,3445.0,5.0,2016.0,Merlynston,-37.72093699999999,144.96131200000002,0.7349
1757,Coburg North,199 Elizabeth St,h,SP,Nelson,Darebin City Council,Northern Metropolitan,4,735000.0,9.2,3058.0,4.0,2.0,2.0,302.0,-37.7271,144.9842,3445.0,11.0,2016.0,Regent,-37.728602999999964,145.00273200000004,1.6384
